ds,yhat,username
2025-01-01,124.3735064030466,user40
2025-02-01,141.20953505137808,user40
2025-03-01,122.11847600504318,user40
2025-04-01,142.70018995426295,user40
2025-05-01,128.61155844238507,user40
2025-06-01,128.32683237552163,user40
2025-07-01,153.1191429896078,user40
2025-08-01,144.80946664364737,user40
2025-09-01,134.77026589365272,user40
2025-10-01,130.17759460490294,user40
2025-11-01,125.08335460904759,user40
2025-12-01,142.57454991092084,user40
2025-01-01,148.0739152967853,user41
2025-02-01,130.7987235337606,user41
2025-03-01,140.40198505926637,user41
2025-04-01,123.29660002683595,user41
2025-05-01,157.42330834685643,user41
2025-06-01,139.51086692221597,user41
2025-07-01,137.63981144324973,user41
2025-08-01,139.2442647597884,user41
2025-09-01,116.81367863538374,user41
2025-10-01,135.6344902831939,user41
2025-11-01,133.5447032404828,user41
2025-01-01,127.71551772490228,user42
2025-02-01,124.15142419535876,user42
2025-03-01,157.90819657988885,user42
2025-04-01,107.67429683580039,user42
2025-05-01,139.87109149429315,user42
2025-06-01,149.54415536148383,user42
2025-07-01,137.51863858394813,user42
2025-08-01,124.74844097106687,user42
2025-09-01,129.48990378269028,user42
2025-10-01,137.3969905521144,user42
2025-11-01,113.3404661066995,user42
2025-12-01,134.4826740740049,user42
2025-01-01,111.52473457703489,user43
2025-02-01,139.95261856261072,user43
2025-03-01,116.75227364808717,user43
2025-04-01,142.4290562307175,user43
2025-05-01,153.8683539880213,user43
2025-06-01,124.12324740913874,user43
2025-07-01,135.6582461475047,user43
2025-08-01,125.54964383143032,user43
2025-09-01,112.76845689424776,user43
2025-10-01,137.94416536119925,user43
2025-11-01,142.2459377204282,user43
2025-01-01,149.02698553079924,user44
2025-02-01,131.90972685487907,user44
2025-03-01,114.62735883087034,user44
2025-04-01,136.6231532608864,user44
2025-05-01,120.00051564416006,user44
2025-06-01,125.22031764972319,user44
2025-07-01,155.0767762414082,user44
2025-08-01,152.93323598042096,user44
2025-09-01,87.59188066712183,user44
2025-10-01,116.96917466613961,user44
2025-11-01,134.37009879770048,user44
2025-12-01,118.72758570176103,user44
2025-01-01,131.3615707065544,user45
2025-02-01,138.5258264682988,user45
2025-03-01,127.96653317954987,user45
2025-04-01,112.05660671549963,user45
2025-05-01,117.22760211100065,user45
2025-06-01,118.84267762557752,user45
2025-07-01,118.42240999812238,user45
2025-08-01,143.71106332013184,user45
2025-09-01,131.15038479518157,user45
2025-10-01,138.70511879882338,user45
2025-11-01,128.53100770597933,user45
2025-12-01,126.76944426628674,user45
2025-01-01,151.13265443685927,user46
2025-02-01,144.15424007269493,user46
2025-03-01,140.7562423691358,user46
2025-04-01,121.32662881499351,user46
2025-05-01,139.66400817153578,user46
2025-06-01,136.6702817743903,user46
2025-07-01,131.03170258724194,user46
2025-08-01,158.679363891679,user46
2025-09-01,152.10820369030296,user46
2025-10-01,112.30640260574732,user46
2025-11-01,131.17439357759807,user46
2025-12-01,126.63314984318625,user46
2025-01-01,123.2670233269811,user47
2025-02-01,158.58492445876524,user47
2025-03-01,163.4469660442388,user47
2025-04-01,163.87635295514218,user47
2025-05-01,154.9764745192927,user47
2025-06-01,145.35017383437386,user47
2025-07-01,130.9110924110398,user47
2025-08-01,146.90471368066562,user47
2025-09-01,151.3405429458154,user47
2025-10-01,138.6723535754324,user47
2025-11-01,129.66046089662362,user47
2025-12-01,140.77613711978466,user47
2025-01-01,104.183592563792,user48
2025-02-01,110.19786011285542,user48
2025-03-01,134.29005889811043,user48
2025-04-01,140.73945254753988,user48
2025-05-01,129.54393877385138,user48
2025-06-01,140.45158063112567,user48
2025-07-01,129.9289588999274,user48
2025-08-01,148.807719947358,user48
2025-09-01,105.02936901623659,user48
2025-10-01,130.30108406793448,user48
2025-11-01,135.34309915713064,user48
2025-12-01,126.48127103304329,user48
2025-01-01,141.8610527368514,user49
2025-02-01,125.77331020166292,user49
2025-03-01,113.3475163207158,user49
2025-04-01,134.28337978382885,user49
2025-05-01,146.20611690389327,user49
2025-06-01,129.60774307143296,user49
2025-07-01,150.06912731066475,user49
2025-08-01,147.48131440510247,user49
2025-09-01,139.37953284762764,user49
2025-10-01,127.79839782168548,user49
2025-11-01,146.90752102699275,user49
2025-12-01,126.70541821820677,user49
2025-01-01,122.33582134242947,user5
2025-02-01,139.76198727355208,user5
2025-03-01,117.2236655218585,user5
2025-04-01,114.95067467382368,user5
2025-05-01,141.3642294991759,user5
2025-06-01,124.03295866157181,user5
2025-07-01,135.3173676436571,user5
2025-08-01,120.90365543742234,user5
2025-09-01,124.4311807057645,user5
2025-10-01,147.17399951578187,user5
2025-11-01,143.74579942469464,user5
2025-01-01,141.68828357266332,user50
2025-02-01,121.99280187528868,user50
2025-03-01,131.82099797255643,user50
2025-04-01,138.24144478810098,user50
2025-05-01,132.03138631310557,user50
2025-06-01,137.83024467514326,user50
2025-07-01,130.61255797757673,user50
2025-08-01,105.44761224228272,user50
2025-09-01,123.04924690902618,user50
2025-10-01,131.1031049333946,user50
2025-11-01,146.065693420218,user50
2025-12-01,155.7176562038243,user50
2025-01-01,112.57995780378134,user6
2025-02-01,115.68120056486093,user6
2025-03-01,135.92225973910968,user6
2025-04-01,115.22785691134806,user6
2025-05-01,122.18000474368182,user6
2025-06-01,116.53005361944219,user6
2025-07-01,138.2023140981244,user6
2025-08-01,123.60128840594624,user6
2025-09-01,133.96141774239143,user6
2025-10-01,136.72705304917244,user6
2025-11-01,110.24609238400312,user6
2025-12-01,126.31058906477216,user6
2025-01-01,138.89954395035963,user7
2025-02-01,132.38617398523544,user7
2025-03-01,123.50574564247822,user7
2025-04-01,144.83564802608987,user7
2025-05-01,106.57208035758568,user7
2025-06-01,138.72009796589862,user7
2025-07-01,142.29568283802308,user7
2025-08-01,155.70142075275965,user7
2025-09-01,130.6420602525814,user7
2025-10-01,108.88425853778989,user7
2025-11-01,135.50733822011225,user7
2025-12-01,115.72947681977547,user7
2025-01-01,123.96376526828841,user8
2025-02-01,145.05698964529762,user8
2025-03-01,148.51103235262343,user8
2025-04-01,145.00886865289206,user8
2025-05-01,131.49728826807356,user8
2025-06-01,132.72458589882945,user8
2025-07-01,112.469021839774,user8
2025-08-01,144.7757542795357,user8
2025-09-01,108.93817778013175,user8
2025-10-01,132.4470542602411,user8
2025-11-01,100.58998752070426,user8
2025-01-01,139.4396547457414,user9
2025-02-01,127.7132620912048,user9
2025-03-01,125.46091637539952,user9
2025-04-01,151.0196439985878,user9
2025-05-01,137.2462827212474,user9
2025-06-01,135.02586402283794,user9
2025-07-01,122.28477336393793,user9
2025-08-01,130.03429190112192,user9
2025-09-01,130.817037735913,user9
2025-10-01,120.05067198409553,user9
2025-11-01,132.40427289328846,user9
2025-12-01,146.59098021760184,user9
