ds,yhat,username
2025-05-01,2379.7433003761544,user18
2025-06-01,2280.7997194718187,user18
2025-07-01,2151.3316397953204,user18
2025-08-01,3219.301604378,user18
2025-09-01,2279.6136214168555,user18
2025-10-01,2705.1055886000495,user18
2025-11-01,2781.021015991849,user18
2025-12-01,2958.5804592963113,user18
2025-01-01,3125.80829558598,user19
2025-02-01,2241.5678361564273,user19
2025-03-01,2684.9153056095483,user19
2025-04-01,2655.963404476883,user19
2025-05-01,2762.1797390382267,user19
2025-06-01,2217.3862449867825,user19
2025-07-01,2224.3844017016277,user19
2025-08-01,2412.497711016409,user19
2025-09-01,2378.9363851096587,user19
2025-10-01,2375.4496354093117,user19
2025-11-01,2145.399702215648,user19
2025-12-01,2544.777350847479,user19
2025-01-01,1935.567514831021,user2
2025-02-01,1518.6870643865834,user2
2025-03-01,1972.603399567844,user2
2025-04-01,2061.1138267836227,user2
2025-05-01,2141.560292650857,user2
2025-06-01,2043.3072325818844,user2
2025-07-01,2167.9324099685177,user2
2025-08-01,1901.218009737575,user2
2025-09-01,2100.695422531963,user2
2025-10-01,2225.8460068819545,user2
2025-11-01,2024.3010952497805,user2
2025-12-01,2044.9923663141803,user2
2025-01-01,3461.208064594481,user20
2025-02-01,2477.0140740257057,user20
2025-03-01,2592.107074014122,user20
2025-04-01,2416.0856939784885,user20
2025-05-01,2513.1873215869177,user20
2025-06-01,2455.7456741105434,user20
2025-07-01,2572.4935845543323,user20
2025-08-01,2557.0449009604363,user20
2025-09-01,2448.665038074763,user20
2025-10-01,2508.0414505119006,user20
2025-11-01,2978.641361587756,user20
2025-12-01,2930.2609076243343,user20
2025-01-01,2138.1847435333866,user21
2025-02-01,2919.046149762178,user21
2025-03-01,2773.570368328284,user21
2025-04-01,2516.019723599124,user21
2025-05-01,2331.4298670206695,user21
2025-06-01,2154.279656359037,user21
2025-07-01,2568.0047585847906,user21
2025-08-01,2597.3748229739595,user21
2025-09-01,2441.397910346823,user21
2025-10-01,3033.9326765605365,user21
2025-11-01,2288.0602081671213,user21
2025-12-01,2149.1404805449342,user21
2025-01-01,3453.5902383272182,user22
2025-02-01,2409.847082368188,user22
2025-03-01,2130.9184397294725,user22
2025-04-01,2903.0418820227396,user22
2025-05-01,2943.6185347724745,user22
2025-06-01,2484.131195164959,user22
2025-07-01,3048.0400540240776,user22
2025-08-01,2711.940755415949,user22
2025-09-01,3153.29824264574,user22
2025-10-01,2920.372244362715,user22
2025-11-01,2410.4637340551994,user22
2025-12-01,2419.1442607039476,user22
2025-01-01,2422.190733840315,user23
2025-02-01,2540.885965087024,user23
2025-03-01,2692.60354353942,user23
2025-04-01,2077.1515856100696,user23
2025-05-01,2341.888323563141,user23
2025-06-01,2062.361175566185,user23
2025-07-01,2615.941205969685,user23
2025-08-01,2804.6495778390868,user23
2025-09-01,2597.2140237040544,user23
2025-10-01,2352.4010088290197,user23
2025-11-01,3001.8373131496774,user23
2025-12-01,2564.542112136393,user23
2025-01-01,2642.834247199774,user24
2025-02-01,2267.9219552890077,user24
2025-03-01,2535.5012060516133,user24
2025-04-01,3005.394204532539,user24
2025-05-01,2695.8663657288093,user24
2025-06-01,2646.2598142845745,user24
2025-07-01,2471.968034792378,user24
2025-08-01,2715.434357549498,user24
2025-09-01,2196.027522117357,user24
2025-10-01,3037.2033072958525,user24
2025-11-01,1958.0043930330462,user24
2025-12-01,2892.6615138821144,user24
2025-01-01,3430.775685863516,user25
2025-02-01,2202.793317047202,user25
2025-03-01,2269.0436447999164,user25
2025-04-01,3152.9890457587376,user25
2025-05-01,2866.322386221836,user25
2025-06-01,2377.563597076552,user25
2025-07-01,2794.386706330755,user25
2025-08-01,3117.406476916603,user25
2025-09-01,2937.0938981995446,user25
2025-10-01,3057.37896690059,user25
2025-11-01,3078.3437514147754,user25
2025-12-01,3456.7913718578047,user25
2025-01-01,2403.2721574958628,user26
2025-02-01,2094.536935518852,user26
2025-03-01,2465.0277420492857,user26
2025-04-01,2636.315072273247,user26
2025-05-01,2364.0953465036414,user26
2025-06-01,2175.937895455685,user26
2025-07-01,2550.326205957406,user26
2025-08-01,2768.0516312633504,user26
2025-09-01,2546.4762354060526,user26
2025-10-01,2497.2596306740743,user26
2025-11-01,2612.198119021615,user26
2025-12-01,2793.2201877010025,user26
2025-01-01,2626.5807154682807,user27
2025-02-01,2653.9502738683227,user27
2025-03-01,2776.3992295457883,user27
2025-04-01,2697.6967194852477,user27
2025-05-01,2216.938488723369,user27
2025-06-01,2556.020252892011,user27
2025-07-01,3168.489205015971,user27
2025-08-01,2607.823834152459,user27
2025-09-01,2653.896610344476,user27
2025-10-01,3159.0722603871955,user27
2025-11-01,2665.2888124920833,user27
2025-12-01,2693.394325065678,user27
2025-01-01,2974.2484302777507,user28
2025-02-01,2306.0621989617316,user28
2025-03-01,3031.6958934195914,user28
2025-04-01,2510.517613103035,user28
2025-05-01,2995.504836854692,user28
2025-06-01,2826.9740127461487,user28
2025-07-01,2488.3906304352686,user28
2025-08-01,2320.4795701420676,user28
2025-09-01,2982.5414847438838,user28
2025-10-01,2634.442108917364,user28
2025-11-01,2668.090018298335,user28
2025-12-01,2735.3177062312707,user28
2025-01-01,2455.1981374139505,user29
2025-02-01,2546.371603072208,user29
2025-03-01,2966.472148915681,user29
2025-04-01,2918.7020168684,user29
2025-05-01,2399.9467537526566,user29
2025-06-01,2535.129431183713,user29
2025-07-01,2661.7065596638918,user29
2025-08-01,2602.808731206962,user29
2025-09-01,2289.4269794894753,user29
2025-10-01,2686.923061142637,user29
2025-11-01,1969.558502938006,user29
2025-12-01,2882.681746348663,user29
2025-01-01,2361.2186109661093,user3
2025-02-01,2034.5076669859498,user3
2025-03-01,2551.2594215390045,user3
2025-04-01,2205.372612084993,user3
2025-05-01,2905.5062155373303,user3
2025-06-01,2524.692995582189,user3
2025-07-01,2590.904257275766,user3
2025-08-01,2548.6403422555536,user3
2025-09-01,2590.0279851048904,user3
2025-10-01,2828.084110101841,user3
2025-11-01,2111.8112564163457,user3
2025-12-01,2295.920391826001,user3
2025-01-01,2410.480535480794,user30
2025-02-01,2494.7832162016666,user30
2025-03-01,2939.7764142690676,user30
2025-04-01,2584.657553967352,user30
2025-05-01,2553.4406052449085,user30
2025-06-01,2432.8736946414674,user30
2025-07-01,2509.570961972051,user30
2025-08-01,2599.398746045582,user30
2025-09-01,2695.6679032162065,user30
2025-10-01,2271.1694686683522,user30
2025-11-01,2691.510027295975,user30
2025-12-01,2809.8660830081153,user30
2025-01-01,2411.3406643074786,user31
2025-02-01,2025.7798502556357,user31
2025-03-01,2709.694305722433,user31
2025-04-01,2573.6190890585885,user31
2025-05-01,2595.8314067165147,user31
2025-06-01,2223.6356966579306,user31
2025-07-01,2301.907626290671,user31
2025-08-01,2860.641523359758,user31
2025-09-01,2370.9860196266036,user31
2025-10-01,2751.3253120429335,user31
2025-11-01,2668.3742061544885,user31
2025-12-01,2517.918514146816,user31
2025-01-01,3006.6062004290475,user32
2025-02-01,2299.1226940580227,user32
2025-03-01,2382.1718107461347,user32
2025-04-01,2754.709013054568,user32
2025-05-01,3247.9546847121496,user32
2025-06-01,2310.384624218996,user32
2025-07-01,2676.3432694354424,user32
2025-08-01,2545.921927365931,user32
2025-09-01,2715.032646387756,user32
2025-10-01,2761.6414918195296,user32
2025-11-01,2313.0788667505944,user32
2025-12-01,2440.2596760296524,user32
2025-01-01,2104.2081504896482,user33
2025-02-01,2268.0313318666613,user33
2025-03-01,2794.9506098817305,user33
2025-04-01,2619.3081496004843,user33
2025-05-01,2509.435451586667,user33
2025-06-01,2411.4084763767337,user33
2025-07-01,2994.247294344445,user33
2025-08-01,2273.805296226978,user33
2025-09-01,2552.1647164170554,user33
2025-10-01,2559.686858785252,user33
2025-11-01,2075.1717355555747,user33
2025-12-01,2851.224527495835,user33
2025-01-01,2115.305466775958,user34
2025-02-01,2069.8201702233578,user34
2025-03-01,2282.830023203172,user34
2025-04-01,2295.4633737602953,user34
2025-05-01,2217.141799674221,user34
2025-06-01,1747.4157917453301,user34
2025-07-01,2136.3147857518984,user34
2025-08-01,2524.372998071006,user34
2025-09-01,2357.645174688781,user34
2025-10-01,1831.0499501050608,user34
2025-11-01,2112.906394878612,user34
2025-12-01,2479.2096440813298,user34
2025-01-01,2597.401669235221,user35
2025-02-01,2805.940656390649,user35
2025-03-01,2536.3362518903937,user35
2025-04-01,2284.257057290247,user35
2025-05-01,2764.260089194308,user35
2025-06-01,2309.4362582617046,user35
2025-07-01,2687.437118135108,user35
2025-08-01,2400.6959349229496,user35
2025-09-01,2359.21108665493,user35
2025-10-01,2353.5276403651683,user35
2025-11-01,2428.5229932057377,user35
2025-12-01,2698.492462304338,user35
2025-01-01,2244.0687055848944,user36
2025-02-01,1977.9729527451186,user36
2025-03-01,2625.440664369719,user36
2025-04-01,2818.7280905154,user36
2025-05-01,2444.1139664666384,user36
2025-06-01,2275.1374022400732,user36
2025-07-01,2690.3389101807143,user36
2025-08-01,2668.5189553083515,user36
2025-09-01,2606.249044342915,user36
2025-10-01,2122.0290444239145,user36
2025-11-01,2228.938959368236,user36
2025-12-01,2444.2653836523855,user36
2025-01-01,2466.599692293244,user37
2025-02-01,2233.3638925203536,user37
2025-03-01,3065.057578079791,user37
2025-04-01,2545.313179712941,user37
2025-05-01,2837.185159376564,user37
2025-06-01,2561.2518128903953,user37
2025-07-01,2959.819083064778,user37
2025-08-01,2959.8650964231224,user37
2025-09-01,2640.7068885122244,user37
2025-10-01,3200.151635146909,user37
2025-11-01,2770.642941390577,user37
2025-12-01,2444.5602194548646,user37
2025-01-01,2900.60642594381,user38
2025-02-01,2199.7854720061414,user38
2025-03-01,2744.445895515523,user38
2025-04-01,2322.917004947811,user38
2025-05-01,2666.4737011173784,user38
2025-06-01,3138.749010602311,user38
2025-07-01,2553.7983541466433,user38
2025-08-01,2588.4694043535796,user38
2025-09-01,2539.968827511998,user38
2025-10-01,2567.9270075750583,user38
2025-11-01,2274.0400899976703,user38
2025-12-01,2832.785284893824,user38
2025-01-01,3080.9414345819146,user39
2025-02-01,2786.5838045693945,user39
2025-03-01,2925.144397104396,user39
2025-04-01,2896.5561185203683,user39
2025-05-01,2448.5437696328086,user39
2025-06-01,2739.1328606449406,user39
2025-07-01,2398.5985713011733,user39
2025-08-01,3037.8832099309,user39
2025-09-01,2588.439764144077,user39
2025-10-01,2993.5970679534953,user39
2025-11-01,2677.0418663643827,user39
2025-12-01,2791.7838570691874,user39
2025-01-01,2896.4368634240914,user4
2025-02-01,2447.1180240346825,user4
2025-03-01,2238.1701799453517,user4
2025-04-01,2118.529317063207,user4
2025-05-01,2554.317784628957,user4
2025-06-01,2781.3102323686653,user4
2025-07-01,2981.041129968728,user4
2025-08-01,2074.6320591481704,user4
2025-09-01,2281.3494090144222,user4
2025-10-01,2469.689500998241,user4
2025-11-01,2568.3722812602114,user4
2025-12-01,3003.0521076814284,user4
2025-01-01,2265.8224318197217,user40
2025-02-01,2947.748698368793,user40
2025-03-01,2617.75110927751,user40
2025-04-01,2142.7440705634044,user40
2025-05-01,2482.139492840678,user40
2025-06-01,2316.2128096986985,user40
2025-07-01,2211.707084552183,user40
2025-08-01,2248.1344839337107,user40
2025-09-01,2315.8542574826065,user40
2025-10-01,2716.353435979783,user40
2025-11-01,2618.6062854791303,user40
2025-12-01,2505.5937495307767,user40
2025-01-01,2940.797003369324,user41
2025-02-01,2294.0916217410067,user41
2025-03-01,2779.875411312884,user41
2025-04-01,2605.9384895192215,user41
2025-05-01,2557.274954558727,user41
2025-06-01,2373.9400421215532,user41
2025-07-01,3032.418495708052,user41
2025-08-01,2656.954025835423,user41
2025-09-01,2471.874764984737,user41
2025-10-01,2261.0513935782355,user41
2025-11-01,2622.6689876960045,user41
2025-12-01,2913.981194110288,user41
2025-01-01,2559.2549857660633,user42
2025-02-01,2784.7104822686374,user42
2025-03-01,2725.1008697992556,user42
2025-04-01,2503.1348300060545,user42
2025-05-01,2742.468488179552,user42
2025-06-01,2852.0728994470214,user42
2025-07-01,2863.167290634197,user42
2025-08-01,2672.7712107073326,user42
2025-09-01,2678.948958160518,user42
2025-10-01,2736.2433077853216,user42
2025-11-01,2237.551310421741,user42
2025-12-01,2362.031085638618,user42
2025-01-01,2166.9013377975675,user43
2025-02-01,1989.989314889728,user43
2025-03-01,2410.534655044875,user43
2025-04-01,2499.9472305809645,user43
2025-05-01,2550.54599882222,user43
2025-06-01,2606.0137595821193,user43
2025-07-01,2290.044502626645,user43
2025-08-01,3019.12394684436,user43
2025-09-01,2797.366499291725,user43
2025-10-01,2779.5444259639266,user43
2025-11-01,1960.4571563371649,user43
2025-12-01,2451.8168330814547,user43
2025-01-01,1782.5429543563657,user44
2025-02-01,2530.927262783471,user44
2025-03-01,2467.937947932311,user44
2025-04-01,2436.9033484687684,user44
2025-05-01,2800.2120837621756,user44
2025-06-01,2671.6734889741174,user44
2025-07-01,2790.6055874588114,user44
2025-08-01,2656.4156647471023,user44
2025-09-01,2410.858982344376,user44
2025-10-01,2447.5896481647214,user44
2025-11-01,2883.7312243361907,user44
2025-12-01,2555.550722311025,user44
2025-01-01,2938.41539949235,user45
2025-02-01,2267.6196331020483,user45
2025-03-01,2279.776070576009,user45
2025-04-01,2658.516590033516,user45
2025-05-01,2521.681639784956,user45
2025-06-01,2475.5891793468654,user45
2025-07-01,2653.7801968331537,user45
2025-08-01,2242.4338289094517,user45
2025-09-01,2555.3910486422824,user45
2025-10-01,2400.741545281121,user45
2025-11-01,2038.5208254307418,user45
2025-12-01,2140.8865493987673,user45
2025-01-01,2240.871020306556,user46
2025-02-01,2382.951365238053,user46
2025-03-01,2589.4444659116925,user46
2025-04-01,2258.2294097540735,user46
2025-05-01,2884.1144154013305,user46
2025-06-01,2360.4398773467237,user46
2025-07-01,2494.8110858431046,user46
2025-08-01,2952.6044008711074,user46
2025-09-01,2244.3395628849394,user46
2025-10-01,2652.6721785069944,user46
2025-11-01,2909.0702746898446,user46
2025-12-01,2861.7687806610247,user46
2025-01-01,2720.177949792018,user47
2025-02-01,2306.0574862585754,user47
2025-03-01,2761.6580860991708,user47
2025-04-01,2790.7695879108246,user47
2025-05-01,2701.7079125019686,user47
2025-06-01,2535.1530957606433,user47
2025-07-01,2857.1688742595147,user47
2025-08-01,2231.0300845518072,user47
2025-09-01,2346.4806720111937,user47
2025-10-01,2429.050998667018,user47
2025-11-01,2492.2677183522073,user47
2025-12-01,2838.0077427461633,user47
2025-01-01,1585.3579963421435,user48
2025-02-01,2370.742799308343,user48
2025-03-01,2370.7699834047935,user48
2025-04-01,2181.4324108553974,user48
2025-05-01,2326.8531335206767,user48
2025-06-01,2740.7548401757927,user48
2025-07-01,2294.221090326544,user48
2025-08-01,2530.0324431702024,user48
2025-09-01,2551.602564929104,user48
2025-10-01,1868.5368483169398,user48
2025-11-01,2509.901308332767,user48
2025-12-01,2534.342843031308,user48
2025-01-01,2675.6613328742465,user49
2025-02-01,1943.871804161736,user49
2025-03-01,2524.697608926753,user49
2025-04-01,2514.7125003475403,user49
2025-05-01,2536.19216358612,user49
2025-06-01,2489.937585975539,user49
2025-07-01,2253.822445952163,user49
2025-08-01,2632.1809636762687,user49
2025-09-01,2599.4596268322484,user49
2025-10-01,2654.117114488062,user49
2025-11-01,2267.1325398622607,user49
2025-12-01,2439.6669860130423,user49
2025-01-01,3260.7188222036566,user5
2025-02-01,2878.8457933817162,user5
2025-03-01,2887.1769288972464,user5
2025-04-01,2255.5360012529245,user5
2025-05-01,2745.5973511506427,user5
2025-06-01,2856.8561899025917,user5
2025-07-01,3454.2188282659886,user5
2025-08-01,3067.2491024820856,user5
2025-09-01,2845.8484498299404,user5
2025-10-01,2702.2538216988255,user5
2025-11-01,2720.1743853801804,user5
2025-12-01,3100.3291789956174,user5
2025-01-01,2864.0855271409137,user50
2025-02-01,2792.5424525476287,user50
2025-03-01,2171.2717315238688,user50
2025-04-01,2414.183378980401,user50
2025-05-01,2458.591254266434,user50
2025-06-01,2673.7198531110143,user50
2025-07-01,2609.548922209476,user50
2025-08-01,2238.2964583081357,user50
2025-09-01,2640.825232412482,user50
2025-10-01,2459.711809302954,user50
2025-11-01,2807.901811954379,user50
2025-12-01,2499.5395935432116,user50
2025-01-01,2652.954973901359,user6
2025-02-01,2655.6257645719816,user6
2025-03-01,2696.6543281429654,user6
2025-04-01,2379.4627024323263,user6
2025-05-01,2305.2902533164083,user6
2025-06-01,2788.155285025713,user6
2025-07-01,2306.4387273923785,user6
2025-08-01,2565.7847397446144,user6
2025-09-01,2580.9123650477795,user6
2025-10-01,2504.6547047157105,user6
2025-11-01,2708.3013232787052,user6
2025-12-01,2865.557026053273,user6
2025-01-01,2056.338768457753,user7
2025-02-01,2154.1549133619797,user7
2025-03-01,2128.5142128691236,user7
2025-04-01,2445.2222211567914,user7
2025-05-01,2446.0719441133756,user7
2025-06-01,2726.4802777354926,user7
2025-07-01,2611.220654118312,user7
2025-08-01,2459.937610661192,user7
2025-09-01,2535.442484697777,user7
2025-10-01,2218.4321602181544,user7
2025-11-01,2442.2252999290417,user7
2025-12-01,2480.558738258991,user7
2025-01-01,1815.1260499344944,user8
2025-02-01,2791.9421880902496,user8
2025-03-01,2323.875462815218,user8
2025-04-01,2593.508030224905,user8
2025-05-01,2620.913751404366,user8
2025-06-01,2368.9856135213904,user8
2025-07-01,2887.7758386836863,user8
2025-08-01,2589.2843949670514,user8
2025-09-01,2588.405148561888,user8
2025-10-01,2889.9344558792623,user8
2025-11-01,2152.3691061794475,user8
2025-12-01,2463.4501854368923,user8
2025-01-01,1764.4277053097624,user9
2025-02-01,2532.3655253254874,user9
2025-03-01,2164.963584087636,user9
2025-04-01,2419.0716699061427,user9
2025-05-01,2259.8531944960987,user9
2025-06-01,2059.9405188321557,user9
2025-07-01,2205.792846753815,user9
2025-08-01,2323.627621787948,user9
2025-09-01,2398.967555481016,user9
2025-10-01,2108.1912157099387,user9
2025-11-01,2478.9048527104924,user9
2025-12-01,2669.7744677076494,user9
